x,y,kappa
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05526858753402565
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.03173789557162148
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05569945362592924
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.043102025221846856
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.08032336236386295
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.1237091921417837
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.20857839500568895
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.024282865409522476
1: Full composite,"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.1235891715422409
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.2654322773313837
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.02917744256507704
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.24283847393234143
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.08789469434045738
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.023459269905783176
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.034036822338266284
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.20510427077307347
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.15560562558761953
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.02542437969855865
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.05707856163094188
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.46022502680437627
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.14965040870867205
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.2041774947395793
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.06973216389972929
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.08247965328617174
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.02043142612522512
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.2523646470885554
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.12636710762934872
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.026799857498168374
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.04690215597253697
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.014898653104148327
1: Full composite,"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.04864053313564764
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.11528134160091334
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.020263117395189354
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.31597941593763035
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.048465391622551694
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.0258073286072331
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.028270141220820895
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.17832685840636744
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.10344747133710196
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.025577235739323533
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.04331520948689714
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.17018347601685407
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.2923848695410261
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.17664122975169155
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.05034057962928483
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.06090903169987236
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.015468539654567563
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.2951631250123496
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.08531772855271792
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.035852688723963536
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.04083901147702028
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.23264876981894997
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.02246064730793787
1: Full composite,"4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.07081882066377483
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.17648024125436118
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.02006589155598925
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.3040563750464717
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06063631752091159
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.020914013941676367
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.03761493626956303
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.18959733509025
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.10394773578247551
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.01921609260599821
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06367100866776103
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.1991675557429603
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.1829479315330099
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.35955983708154415
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.0369759382165421
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06722039880874969
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.02468882332219691
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.2539857769561663
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.08870864527109795
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.03239736164200919
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06792671322341338
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.23770277811030502
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.283314243177048
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.0038557632033598935
1: Full composite,"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.016590357792550654
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03770093589330561
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.030144930299698235
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.048553790872713685
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.2198581869537522
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.06880138556542828
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03336928813309488
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.034807233489978086
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.10216357901853675
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03341720214749574
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.016427416718042907
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.06242511337614063
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.039873022152423374
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.02801105750235422
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.3086781091674369
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.08277045772189033
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03602259233330307
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.05249456384181646
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.13010163819973478
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.0895541779529065
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.05791640043197196
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.08462639799005801
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.056840818306739024
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.045474453352971386
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.010358684442799412
1: Full composite,"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.03274257760291281
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07889990503181969
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.02409124629588382
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07690542223982466
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.22681485987910519
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.0353617445879251
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07478968295437043
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.05812099981405083
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.1891790248102911
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.012789782935055845
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.04646206610513443
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.1020980478427155
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.04665759861875538
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07748440166321387
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.1258833044181935
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.2717709269304527
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.028033450921201575
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07301181682752525
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.19294174173153095
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.03732760150888476
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07461118670714693
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.11252405835999806
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.06447076238458521
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.08841880869423062
"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.14128498980985385
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.0057578379072869175
1: Full composite,"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.010956586240668125
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.021328164146744148
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.010804981046300711
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.026525580661996253
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.03377081261660133
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.17400259216848657
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.11981786413567957
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.018643725278569265
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.010597856102355472
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.0821630969808231
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.032837822461170146
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.020313599903106692
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.019753527748223275
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.02947402511137136
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.06793072644130936
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.013377559083922476
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.1518495704781043
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.03092783725296477
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.02226792934406729
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.1374385800283014
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.08420153619165854
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.023648516418828903
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.026663930991854885
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.04250215552754219
"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.08825571673852502
"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.04922562491483163
Pass/fail measure,"4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.02659884074611929
1: Full composite,"4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.1568204678919966
2: Composite at criterion level,"4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.3357093351748143
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.03958050180701054
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.19104248232804966
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.08463759587246852
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.021118569774874505
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.034166296157433954
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.2624338416728067
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.19128734532741837
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.02986618622418225
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.07502809159116092
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.4149767795917113
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.14766642074432146
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.21091628193414952
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.07068484571835154
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.08843388040041464
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.02502129995320511
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.28853719747162365
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.15811639768261304
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.030050026027611625
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.06092118421615313
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.4581597157824031
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.18588490791887213
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.20799293372198813
"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.0573221621288351
"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.1041001345626122
"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.01996896462012476
Pass/fail measure,"4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.015191622417218498
1: Full composite,"4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.06663786480819603
2: Composite at criterion level,"4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.16473885995903867
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.03106472343064105
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.19958776730199781
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.04798850119286773
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.029406182079344707
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.033595199954253654
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.426716862360495
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.12320948814864925
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.05100538213526261
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.05582208182993216
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.17591994575702796
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.2381964520205037
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.1770052892805828
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.0553450513449207
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.0718112483741676
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.02447554593390481
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.4493136113892493
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.08751969510084319
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.0402588142400711
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.05423528725566928
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.19754019221896202
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.30629527421252367
