x,y,kappa
"4: Comparison of homogenous cells (region,years_disp,ethnic_minority)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.20661596267809149
"4: Comparison of homogenous cells (region,place_of_origin,ethnic_minority)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.45615531950024346
"4: Comparison of homogenous cells (urban,head_gender,years_disp)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.14698754735606842
"4: Comparison of homogenous cells (urban,head_gender,place_of_origin)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.5775270918758952
"4: Comparison of homogenous cells (urban,head_gender,ethnic_minority)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.07053061670374837
"4: Comparison of homogenous cells (urban,years_disp,place_of_origin)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.39265723550690773
"4: Comparison of homogenous cells (urban,years_disp,ethnic_minority)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.1486963943944423
"4: Comparison of homogenous cells (urban,place_of_origin,ethnic_minority)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.5798403952960338
"4: Comparison of homogenous cells (head_gender,years_disp,place_of_origin)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.5561722691763235
"4: Comparison of homogenous cells (head_gender,years_disp,ethnic_minority)","4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)",0.18336572022449052
Pass/fail measure,"4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.4857035454909552
1: Full composite,"4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.3743489296129999
2: Composite at criterion level,"4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.47549593239399435
"4: Comparison of homogenous cells (region,urban,head_gender)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.15988644879933667
"4: Comparison of homogenous cells (region,urban,years_disp)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.28468822462349713
"4: Comparison of homogenous cells (region,urban,place_of_origin)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.42849054447906976
"4: Comparison of homogenous cells (region,urban,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.13855435720213446
"4: Comparison of homogenous cells (region,head_gender,years_disp)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.33829792563326877
"4: Comparison of homogenous cells (region,head_gender,place_of_origin)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.4347107366227637
"4: Comparison of homogenous cells (region,head_gender,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.18745514063403812
"4: Comparison of homogenous cells (region,years_disp,place_of_origin)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.6289393789453402
"4: Comparison of homogenous cells (region,years_disp,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.2859381858155231
"4: Comparison of homogenous cells (region,place_of_origin,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.4783094699714891
"4: Comparison of homogenous cells (urban,head_gender,years_disp)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.15009130565765696
"4: Comparison of homogenous cells (urban,head_gender,place_of_origin)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.3968034470361242
"4: Comparison of homogenous cells (urban,head_gender,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.0392002870966785
"4: Comparison of homogenous cells (urban,years_disp,place_of_origin)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.6556830794856432
"4: Comparison of homogenous cells (urban,years_disp,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.14080967903414168
"4: Comparison of homogenous cells (urban,place_of_origin,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.5134034962244955
"4: Comparison of homogenous cells (head_gender,years_disp,place_of_origin)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.6471075431811755
"4: Comparison of homogenous cells (head_gender,years_disp,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.19017390078290095
"4: Comparison of homogenous cells (head_gender,place_of_origin,ethnic_minority)","4: Comparison of homogenous cells (years_disp,place_of_origin,ethnic_minority)",0.48218760365610835
