x,y,kappa
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.054561723208672
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.03648185409648305
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05340024773013812
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.038734431989930165
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.07727406948420984
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.1060565316846798
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.20279050279620442
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.023449170317857836
1: Full composite,"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.11445087515695372
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.26543261845177574
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.030214419304988867
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.25493593263241904
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.0852828336045556
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.02236767905138278
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.03485615328521479
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.21466991660656493
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.14949762834352806
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.023150918334497034
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.05924176320797876
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.45485759276341375
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.15026487918193915
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.21468264065699133
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.0765045679394035
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.08268075863278565
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.01962836049495316
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.27482493980824396
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.1305830308555823
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.02345289355804161
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,disp_dur)",0.04763545252452877
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.011711345314973974
1: Full composite,"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.04834020834691804
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.1153361950980013
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.019727944230856713
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.32123169437206595
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.050773396419592345
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.028486367468118914
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.03226770144408572
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.18082479630642673
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.11067639599098365
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.022700378913494763
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.04674608205967941
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.1680161306354479
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.29704910430517356
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.17468675852754925
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.05355358981717106
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.060725369482242705
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.0075398290563888125
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.2973064760317483
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.08401490270519144
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.0328771343068849
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.036326498714910394
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)",0.23707236371381943
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.019753991574952785
1: Full composite,"4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.07370934582508713
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.16995503391362968
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.020003814676390796
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.3151259007768968
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06321443368602528
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.019433423498232884
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.04529772337216353
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.2015653661768164
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.09761843156206391
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.016879024618630764
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06551945421829576
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.1930462382525666
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.18214991749272488
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.3539937194237288
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.04265513232441607
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06984493026594991
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.02085547410232481
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.26572765364610734
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.0853583054249341
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.02999137097777654
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.06765405138782764
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.2402023248391506
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,adm1,peasant)",0.28614129297783886
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.0033958483353314283
1: Full composite,"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.014599464397022954
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.031125703350457855
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.02542103372214691
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.04563041762390556
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.2132274041209381
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.0811096578129826
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.037137768295948496
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.032153867924718874
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.09526454624723399
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03685967470020707
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.016040180859403074
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.06395174488812257
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03857728914857536
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.02957949949756186
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.29354021317115364
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.0813631497762942
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.03602246126372268
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.05012962666080761
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.12048007397361647
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.07944853030205759
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.05161654210247675
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.07803788154684875
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.05881693248524745
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)",0.04330322921017534
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.011981774142785416
1: Full composite,"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.03237551691907236
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.08469768266257985
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.02706055545661311
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07858163606632626
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.2344328961394886
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.02966728738847194
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07135213678577156
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.05967336591669149
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.19367008703600475
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.012071973785122503
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.04363158371041047
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.09758082196312973
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.051086896395480336
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.08381658711199015
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.1267614518000363
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.27960993857089095
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.027821673599961808
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07866362876944766
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.20322421699880444
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.03335771059429947
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.07128072513283037
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.11012141431912677
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.06754643780881049
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.08916911717309377
"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,disp_dur,peasant)",0.1378247573621502
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.0018377783378357194
1: Full composite,"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.010246298995385855
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.019959411639698905
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.015333878031433523
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.025470773105408306
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.028495173231418723
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.16837042376954858
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.1335093150876057
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.02041125404010919
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.01633685492302578
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.08177329645597045
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.03481397021041224
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.01772167568057616
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.015089316221851517
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.02786117645932621
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.055078804994498215
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.013983376212552925
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.15430197868431017
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.02941663171293392
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.023692792660922543
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.13433138471641454
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.0921473960608299
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.020662013906070423
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.025585986902236058
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.035544630614584294
"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.09230357789006002
"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)",0.04915539616258191
Pass/fail measure,"4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.03331941905245895
1: Full composite,"4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.1574395401823028
2: Composite at criterion level,"4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.3442772077397309
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.04076001894608876
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.20256838666603164
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.09139934684089934
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.021120825328337027
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.0383699811036561
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.2760937005382287
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.1860843104164734
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.03219313960884152
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.07838251037267238
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.41281015979484886
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.15302868377253764
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.21326424540377803
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.07283688876044488
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.09072136411340358
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.022194008081511882
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.30421765616592034
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.1568092684078385
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.031656040763458224
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.058754762820852055
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.4602228385540744
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.1778504307204237
"4: Comparison of homogenous cells (agegrp,adm1,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.20793226527259928
"4: Comparison of homogenous cells (agegrp,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.05757269424946084
"4: Comparison of homogenous cells (agegrp,disp_dur,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.10555048123749769
"4: Comparison of homogenous cells (agegrp,ethnic_minority,peasant)","4: Comparison of homogenous cells (marital_status,adm1,disp_dur)",0.02149983729548956
Pass/fail measure,"4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.013664496164945538
1: Full composite,"4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.06689205651285975
2: Composite at criterion level,"4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.16634943882902772
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.03465816727683345
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.2146974799524371
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.052311090125906005
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.028161071129443452
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.03667291344602178
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.44025780931180847
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.1369892479941564
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.04869263634508155
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.06886417226767522
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.17251260638861107
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.24175640255127087
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.19059555832473182
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.0637873026928036
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.0676322417772252
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.02406308248169222
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.4603913920422515
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.09071628740908586
"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.042673703261710286
"4: Comparison of homogenous cells (agegrp,marital_status,peasant)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.05447679118545274
"4: Comparison of homogenous cells (agegrp,adm1,disp_dur)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.2056288030008836
"4: Comparison of homogenous cells (agegrp,adm1,ethnic_minority)","4: Comparison of homogenous cells (marital_status,adm1,ethnic_minority)",0.3165747581234235
